AD_HP数据：
('96e0b823-0c91-4a05-9c7e-3bae2383c510', 'ZBLF', '临汾/尧都')
('be7335e9-64d7-48b5-bec4-6a6696854fd8', '04R', '046', 'N304527.49', 'E1141238.68')
('be7335e9-64d7-48b5-bec4-6a6696854fd8', '22L', '226', 'N304655.12', 'E1141408.38')
('c0829803-4e14-4ab3-b8d6-23cb2bc84dfb', '10', '102', 'N380040.5099', 'E1003732.7257')
('c0829803-4e14-4ab3-b8d6-23cb2bc84dfb', '28', '282', 'N380019.4768', 'E1003949.4712')
('c0dad80c-6990-4547-b722-284e58720618', '04', '043', 'N291950.59', 'E1171004.5')
('c0dad80c-6990-4547-b722-284e58720618', '22', '223', 'N292050.25', 'E1171101.84')
('c136107b-792f-4109-b503-ee27ba5ae690', '08', '082', 'N432551.30', 'E0832147.90')
('c136107b-792f-4109-b503-ee27ba5ae690', '26', '262', 'N432556.90', 'E0832329.90')
('c1756d8a-8da0-4869-ac94-f306efe73d63', '18', '181', 'N245655.37', 'E0982908.63')
('c1756d8a-8da0-4869-ac94-f306efe73d63', '36', '001', 'N245539.02', 'E0982908.63')
('c434b516-c382-44d9-ba7c-bbaa5f5f8c0b', '12', '116', 'N474521.32', 'E1285952.39')
('c434b516-c382-44d9-ba7c-bbaa5f5f8c0b', '30', '296', 'N474457.76', 'E1290202.2')
('c7c56317-2c60-485c-badb-d55c46925f73', '08', '084', 'N271555.15', 'E1052730.93')
('c7c56317-2c60-485c-badb-d55c46925f73', '26', '264', 'N271606.81', 'E1052904.52')
('c8464541-9da5-4dac-942c-0872126e5803', '10', '103', 'N385801.68', 'E1213110.58')
('c8464541-9da5-4dac-942c-0872126e5803', '28', '283', 'N385751.20', 'E1213326.99')
('c9324372-201e-455f-8bb8-34be1dd7105c', '05', '053', 'N402540.63', 'E0811453.95')
('c9324372-201e-455f-8bb8-34be1dd7105c', '23', '233', 'N402630.06', 'E0811633.57')
('c9a504a3-9543-4b63-a3f6-5b74d2833f08', '12', '117', 'N464835.61', 'E0892950.34')
('c9a504a3-9543-4b63-a3f6-5b74d2833f08', '30', '297', 'N464753.97', 'E0893136.90')
('cab2178e-8b4a-448d-bfb1-aab51d36d380', '08', '079', 'N405041.64', 'E1114814.80')
('cab2178e-8b4a-448d-bfb1-aab51d36d380', '26', '259', 'N405116.21', 'E1115041.57')
('cdc5c545-d153-4a38-9e52-d274ec86163e', '16', '162', 'N224300.04', 'E1113558.54')
('cdc5c545-d153-4a38-9e52-d274ec86163e', '34', '342', 'N224219.55', 'E1113611.61')
('cf4b5ee0-532a-4111-91ff-7047bb5c34ad', '13', '130', 'N352442.94', 'E1191842.51')
('cf4b5ee0-532a-4111-91ff-7047bb5c34ad', '31', '310', 'N352356.38', 'E1192008.44')
('d09457bf-1f0d-418e-ae53-8b258852e366', '18L', '183', 'N311247.54', 'E1212007.74')
('d09457bf-1f0d-418e-ae53-8b258852e366', '36R', '003', 'N311057.26', 'E1212013.71')
('d0af8a59-08e5-4be4-87c1-3a964a9b25c3', '02', '022', 'N263141.60', 'E1014736.19')
('d0af8a59-08e5-4be4-87c1-3a964a9b25c3', '20', '202', 'N263306.34', 'E1014812.95')
('d0c7c206-cbad-4b02-ad2a-fdfbf66167d1', '16', '160', 'N382218.59', 'E1093504.02')
('d0c7c206-cbad-4b02-ad2a-fdfbf66167d1', '34', '340', 'N382043.49', 'E1093556.72')
('d126cc7b-f033-47bb-be89-f366b1dcbe67', '14', '142', 'N384523.87', 'E1053430.91')
('d126cc7b-f033-47bb-be89-f366b1dcbe67', '32', '322', 'N384424.29', 'E1053534.83')
('d1b1ca80-8c0c-48f0-bc34-dfb4bcfb8acd', '12', '118', 'N404437.19', 'E1145503.48')
('d1b1ca80-8c0c-48f0-bc34-dfb4bcfb8acd', '30', '298', 'N404401.1', 'E1145702.2')
('d1fa1d9d-4f97-45d2-b6e5-9f6a45680c89', '02', '025', 'N301639.51', 'E1042618.43')
('d1fa1d9d-4f97-45d2-b6e5-9f6a45680c89', '20', '205', 'N301815.72', 'E1042703.66')
('d276c19e-7c9d-4b6c-981b-a76a290e2264', '11', '115', 'N301854.55', 'E1042735.66')
('d276c19e-7c9d-4b6c-981b-a76a290e2264', '29', '295', 'N301807.9', 'E1042947.32')
('d3a89776-9d7b-43be-be78-a97698b877b8', '13', '134', 'N452831.02', 'E0845630.02')
('d3a89776-9d7b-43be-be78-a97698b877b8', '31', '314', 'N452728.05', 'E0845749.47')
('d4a0c69d-b78a-4cdb-8e15-74b3db9a4359', '03', '027', 'N325206.85', 'E1154341.27')
('d4a0c69d-b78a-4cdb-8e15-74b3db9a4359', '21', '207', 'N325331.71', 'E1154419.87')
('d4b2d27e-32f5-401a-9ffd-7c8a828b89ae', '02', '019', 'N395239.14', 'E0791343.0')
('d4b2d27e-32f5-401a-9ffd-7c8a828b89ae', '20', '199', 'N395357.01', 'E0791424.86')
('d565efd6-a67a-4753-af94-1d1ed9aac422', '16', '164', 'N221514.42', 'E1133522.54')
('d565efd6-a67a-4753-af94-1d1ed9aac422', '34', '344', 'N221500.42', 'E1133527.13')
('d569dac9-d0f4-4315-b1bf-a79a461c1521', '01', '007', 'N251220.03', 'E1100217.15')
('d569dac9-d0f4-4315-b1bf-a79a461c1521', '19', '187', 'N251403.63', 'E1100227.11')
('d5940c13-457f-41cc-98ea-8d06ad10de8b', '04', '044', 'N233232.31', 'E1162940.14')
('d5940c13-457f-41cc-98ea-8d06ad10de8b', '22', '224', 'N233351.98', 'E1163052.67')
('d5e8ebef-122e-4d68-9131-770b11f5adfb', '12', '122', 'N481344.97', 'E0865856.14')
('d5e8ebef-122e-4d68-9131-770b11f5adfb', '30', '302', 'N481256.27', 'E0870032.86')
('d601e811-3afb-48f5-b714-dffa28bfdfbc', '17', '167', 'N391611.50', 'E1223955.54')
('d601e811-3afb-48f5-b714-dffa28bfdfbc', '35', '347', 'N391547.05', 'E1224006.72')
('d787733c-7ce6-4889-b7b2-ca502eaa267d', '06', '059', 'N262510.98', 'E1174922.72')
('d787733c-7ce6-4889-b7b2-ca502eaa267d', '24', '239', 'N262559.00', 'E1175039.92')
('da28cd49-ae65-4a21-b99e-1e02dd8531d4', '03', '032', 'N420857.75', 'E1185006.47')
('da28cd49-ae65-4a21-b99e-1e02dd8531d4', '21', '212', 'N421012.60', 'E1185048.17')
('db7c115c-d4bb-4913-b155-d1cc59ac290d', '06', '057', 'N310342.73', 'E1094154.04')
('db7c115c-d4bb-4913-b155-d1cc59ac290d', '24', '237', 'N310433.52', 'E1094312.36')
('dc1747a0-6f74-418f-912f-1a89ec6cba99', '18L', '181', 'N281232.77', 'E1131320.66')
('dc1747a0-6f74-418f-912f-1a89ec6cba99', '36R', '001', 'N281029.51', 'E1131328.28')
('dda1210a-1c95-468c-9d74-cb16dd8114d3', '16', '170', 'N362252.55', 'E1200535.43')
('dda1210a-1c95-468c-9d74-cb16dd8114d3', '34', '350', 'N362101.25', 'E1200619.19')
('e01f0d85-d91f-4b9b-8b40-4b2adac414c2', '05', '046', 'N242330.23', 'E0983117.82')
('e01f0d85-d91f-4b9b-8b40-4b2adac414c2', '23', '226', 'N242430.15', 'E0983222.88')
('e09593fe-52b9-4904-95f9-e8039d2762be', '14', '141', 'N303416.4', 'E0970537.3')
('e09593fe-52b9-4904-95f9-e8039d2762be', '32', '321', 'N303223.7', 'E0970724.7')
('e0e1af0a-519a-4001-993d-7e18ea82de6e', '09', '091', 'N292110.16', 'E0891705.15')
('e0e1af0a-519a-4001-993d-7e18ea82de6e', '27', '271', 'N292104.74', 'E0892010.35')
('e0e8d5d4-2f3d-43d2-bc52-cda428e8fffa', '10', '103', 'N325025.22', 'E0970059.73')
('e0e8d5d4-2f3d-43d2-bc52-cda428e8fffa', '28', '283', 'N324957.54', 'E0970322.03')
('e1565430-a330-44e6-93bd-08082d4a369c', '02L', '024', 'N303348.49', 'E1035623.98')
('e1565430-a330-44e6-93bd-08082d4a369c', '20R', '204', 'N303536.92', 'E1035714.46')
('e1b9286c-2e2a-4a58-a546-9f0bb7c3ed51', '17', '000', '', '')
('e1b9286c-2e2a-4a58-a546-9f0bb7c3ed51', '35', '000', '', '')
('e21b3e9b-4167-4fa5-9f3c-a08138d3b070', '17', '168', 'N501056.49', 'E1271807.84')
('e21b3e9b-4167-4fa5-9f3c-a08138d3b070', '35', '348', 'N500942.09', 'E1271857.37')
('e23bc9bf-938a-44b0-89ca-8de8751e73ed', '01', '014', 'N420319.03', 'E1273603.21')
('e23bc9bf-938a-44b0-89ca-8de8751e73ed', '19', '194', 'N420442.96', 'E1273613.17')
('e2465b12-0eee-4c28-b38b-0c4c87eee8f2', '03', '026', 'N285102.6', 'E1155344.84')
('e2465b12-0eee-4c28-b38b-0c4c87eee8f2', '21', '206', 'N285244.17', 'E1155434.03')
('e2973268-9d45-4081-b482-d20f22228633', '01', '014', 'N320823.48', 'E1121719.11')
('e2973268-9d45-4081-b482-d20f22228633', '19', '194', 'N320946.63', 'E1121736.17')
('e34aa60f-5dc2-4d6d-80f3-df89bf77c072', '08', '083', 'N265119.4', 'E1144312.3')
('e34aa60f-5dc2-4d6d-80f3-df89bf77c072', '26', '263', 'N265133.07', 'E1144445.29')
('e4336619-28fb-4404-b54e-c7fdbe6a691f', '01', '011', 'N292705.49', 'E1074128.63')
('e4336619-28fb-4404-b54e-c7fdbe6a691f', '19', '191', 'N292835.48', 'E1074143.46')
('e50a7056-7696-450e-ab73-192b2b60622e', '03', '031', 'N264745.01', 'E1103806.19')
('e50a7056-7696-450e-ab73-192b2b60622e', '21', '211', 'N264859.54', 'E1103850.50')
('e564396c-bf62-4460-bc35-6016c769c165', '14', '137', 'N303352.2', 'E1112812.8')
('e564396c-bf62-4460-bc35-6016c769c165', '32', '317', 'N303241.0', 'E1112940.3')
('e7015bad-bc49-4693-b3fa-30d59cfd2335', '03', '039', 'N250607.89', 'E1025500.97')
('e7015bad-bc49-4693-b3fa-30d59cfd2335', '21', '219', 'N250749.99', 'E1025629.87')
('e7be4bfb-fb55-4ad3-a13d-e6ae44e8ba53', '02R', '016', 'N232210.20', 'E1131827.72')
('e7be4bfb-fb55-4ad3-a13d-e6ae44e8ba53', '20L', '196', 'N232410.05', 'E1131900.1')
('e7fb8c2a-5299-4001-a834-fb4565666501', '16', '161', 'N215905.34', 'E1004530.40')
('e7fb8c2a-5299-4001-a834-fb4565666501', '34', '341', 'N215751.72', 'E1004558.11')
('e8f098c4-a7f7-4a56-857e-ca7d21c8ed16', '18', '179', 'N280018.60', 'E1021101.26')
('e8f098c4-a7f7-4a56-857e-ca7d21c8ed16', '36', '359', 'N275821.75', 'E1021105.7')
('e8f0eb20-a587-4d42-bb31-bc54f1375bdf', '15', '152', 'N245911.005', 'E1132452.863')
('e8f0eb20-a587-4d42-bb31-bc54f1375bdf', '33', '332', 'N245753.571', 'E1132545.297')
('ea9392a0-5d99-4b69-887a-a2082cd7a1ec', '05', '052', 'N363059.75', 'E1142448.18')
('ea9392a0-5d99-4b69-887a-a2082cd7a1ec', '23', '232', 'N363158.07', 'E1142603.68')
('eb6ffedf-43a8-4d0e-ab9f-5bfb3d2f9e12', '01', '009', 'N400050.17', 'E1241712.08')
('eb6ffedf-43a8-4d0e-ab9f-5bfb3d2f9e12', '19', '189', 'N400214.46', 'E1241714.08')
('ec15c740-fcb7-41c7-8692-cce7414585a9', '09', '090', 'N441434.44', 'E0855214.05')
('ec15c740-fcb7-41c7-8692-cce7414585a9', '27', '270', 'N441429.18', 'E0855420.02')
('ed18af1a-80fa-4276-8b6f-d2f50bd48d7b', '05', '046', 'N325824.01', 'E1123626.75')
('ed18af1a-80fa-4276-8b6f-d2f50bd48d7b', '23', '226', 'N325932', 'E1123739')
('edea5b0a-dfae-4ecf-88b6-425b7c6fc030', '18', '176', 'N374136.23', 'E1110827.55')
('edea5b0a-dfae-4ecf-88b6-425b7c6fc030', '36', '356', 'N374012.71', 'E1110842.15')
('eedd3710-509b-4192-aaf2-e8c48a36c453', '04', '036', 'N265744.15', 'E1075850.04')
('eedd3710-509b-4192-aaf2-e8c48a36c453', '22', '216', 'N265853.93', 'E1075943.16')
('efe3f5f7-b8f0-4539-afb2-f41801efd95a', '03', '030', 'N255513.38', 'E1193919.13')
('efe3f5f7-b8f0-4539-afb2-f41801efd95a', '21', '210', 'N255657.61', 'E1194017.87')
('f1fc5399-1fd4-4340-96ff-6e0e13f3c8f1', '17', '168', 'N464542.8060', 'E1250755.7150')
('f1fc5399-1fd4-4340-96ff-6e0e13f3c8f1', '35', '348', 'N464424.8755', 'E1250842.0870')
('f2cf6908-1afb-4d91-8cfc-8517884d6522', '05L', '052', 'N342617.07', 'E1084423.76')
('f2cf6908-1afb-4d91-8cfc-8517884d6522', '23R', '232', 'N342721.16', 'E1084552.22')
('f31f0422-fd7d-424b-a3c2-602505a54be0', '18R', '179', 'N400607.43', 'E1163410.83')
('f31f0422-fd7d-424b-a3c2-602505a54be0', '36L', '359', 'N400424.43', 'E1163427.02')
('f3e4ebe0-2145-442e-95b1-df6ea80d296b', '06', '064', 'N314400.91', 'E1185045.16')
('f3e4ebe0-2145-442e-95b1-df6ea80d296b', '24', '244', 'N314502.85', 'E1185241.15')
('f40c5143-36ec-4048-9d33-cf40e2e67188', '16L', '168', 'N310936.66388', 'E1214858.10367')
('f40c5143-36ec-4048-9d33-cf40e2e67188', '34R', '348', 'N310739.30704', 'E1214942.39690')
('f422df47-584f-4faa-9cb2-f08a361943a2', '09', '087', 'N430150.42', 'E0890453.86')
('f422df47-584f-4faa-9cb2-f08a361943a2', '27', '267', 'N430151.53', 'E0890715.19')
('f5d11e6e-4e4e-48e0-beef-54423242e417', '06', '061', 'N430458.34', 'E0811231.69')
('f5d11e6e-4e4e-48e0-beef-54423242e417', '24', '241', 'N430536.68', 'E0811423.88')
('f713fd62-e768-420a-8f7e-e1f4fe32e576', '04', '035', 'N435403.12', 'E1155707.59')
('f713fd62-e768-420a-8f7e-e1f4fe32e576', '22', '215', 'N435523.04', 'E1155806.92')
('f7fc8ff5-b9ba-4ce8-8aaf-77123c2e1074', '06', '060', 'N304729.78', 'E1060906.72')
('f7fc8ff5-b9ba-4ce8-8aaf-77123c2e1074', '24', '240', 'N304817.03', 'E1061036.69')
('f80e754d-5c65-43c1-9787-45bd6fb50e3c', '01', '359', 'N400331.95', 'E1163703.38')
('f80e754d-5c65-43c1-9787-45bd6fb50e3c', '19', '179', 'N400534.27', 'E1163644.24')
('f8b54985-a359-4637-8ab3-0ac03de7f590', '13', '135', 'N323603.42', 'E1105344.22')
('f8b54985-a359-4637-8ab3-0ac03de7f590', '31', '315', 'N323508.11', 'E1105459.52')
('fa2859cf-e243-4c19-8709-7492f4175844', '15', '149', 'N470700.67', 'E1323847.07')
('fa2859cf-e243-4c19-8709-7492f4175844', '33', '329', 'N470601.26', 'E1324007.61')
('fabcab8b-371f-49ff-8110-ee2a35fb8631', '17', '169', 'N215751.51', 'E1120607.08')
('fabcab8b-371f-49ff-8110-ee2a35fb8631', '35', '349', 'N215732.35', 'E1120611.02')
('fbed47c6-5290-434c-9025-35c534e85e5f', '03', '019', 'N294251.50', 'E1063941.28')
('fbed47c6-5290-434c-9025-35c534e85e5f', '21', '199', 'N294449.64', 'E1064022.13')
('fce97cc3-53dc-4489-a700-ed59f1492f10', '05', '050', 'N231606.809', 'E0992149.292')
('fce97cc3-53dc-4489-a700-ed59f1492f10', '23', '230', 'N231701.578', 'E0992258.934')
('fd187828-bf2a-426a-91a7-681602ce4486', '18', '175', 'N413253.44', 'E1202553.61')
('fd187828-bf2a-426a-91a7-681602ce4486', '36', '355', 'N413145.24', 'E1202612.89')
('fd76e29d-08b3-4656-b169-98075432cdf2', '08', '080', 'N414034.58', 'E0825126.63')
('fd76e29d-08b3-4656-b169-98075432cdf2', '26', '260', 'N414044.48', 'E0825318.24')
('fe28a196-a7e2-43d2-b180-15358fcfa2f8', '10', '100', 'N324529.65', 'E1085134.73')
('fe28a196-a7e2-43d2-b180-15358fcfa2f8', '28', '280', 'N324520.83', 'E1085314.06')
('ff3f906b-a442-47b5-b8fc-b85d0a82967b', '14', '138', 'N244843.72', 'E1074211.35')
('ff3f906b-a442-47b5-b8fc-b85d0a82967b', '32', '318', 'N244751.79', 'E1074305.18')
('ff4a7deb-598d-40a3-8724-e40dbb5f45af', '17L', '179', 'N393104.46', 'E1162346.00')
('ff4a7deb-598d-40a3-8724-e40dbb5f45af', '35R', '359', 'N392902.15', 'E1162405.3')
('ffcf452e-c412-40c1-ab38-91cf1f1977e0', '09', '089', 'N410741.45', 'E1130515.71')
('ffcf452e-c412-40c1-ab38-91cf1f1977e0', '27', '269', 'N410755.89', 'E1130731.54')
